id;name;typ;untertyp;status;kapazitaet_max;kapazitaet_verfuegbar;auslastung_prozent;strasse;plz;ort;stadtteil;lat;lon;barrierefrei;stromversorgung_notstrom;wasser_verfuegbar;sanitaer_verfuegbar;betreiber;ansprechpartner;letzte_pruefung;prioritaet;hinweis
"NK-0217";"AED-Standort Mitte 217";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 97";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.330717114447058";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-09-11";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0218";"AED-Standort Nord 218";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 98";"73728";"Esslingen am Neckar";"Nord";"48.76028242447529";"9.336370710874174";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-06-18";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0219";"AED-Standort Sued 219";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 99";"73728";"Esslingen am Neckar";"Sued";"48.7614143258337";"9.315818038245627";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-12-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0220";"AED-Standort Weststadt 220";"AED-Standort";"Defibrillator";"geplant";"0";"0";"0";"Musterstrasse 100";"73728";"Esslingen am Neckar";"Weststadt";"48.767315770233594";"9.30452876771527";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-02-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0221";"AED-Standort Oberdorf 221";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 101";"73728";"Esslingen am Neckar";"Oberdorf";"48.765227786141665";"9.291015213139216";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-11";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0222";"AED-Standort Pliensauvorstadt 222";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 102";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.76527551292274";"9.263672098766646";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-11-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0223";"AED-Standort Zell 223";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 103";"73728";"Esslingen am Neckar";"Zell";"48.74167086638544";"9.263722737828328";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-09-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0224";"AED-Standort Obertal 224";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 104";"73728";"Esslingen am Neckar";"Obertal";"48.71567881237147";"9.259861799506341";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-04-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0225";"AED-Standort Sulzgries 225";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 105";"73728";"Esslingen am Neckar";"Sulzgries";"48.69871607046073";"9.280096236163963";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-10";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0226";"AED-Standort Berkheim 226";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 106";"73728";"Esslingen am Neckar";"Berkheim";"48.70507276036202";"9.304909651450204";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-02-28";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0227";"AED-Standort Waldacker 227";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 107";"73728";"Esslingen am Neckar";"Waldacker";"48.72053873453517";"9.3172004660312";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-01";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0228";"AED-Standort Auenfeld 228";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 108";"73728";"Esslingen am Neckar";"Auenfeld";"48.7278855800311";"9.32946022301017";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-10-23";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0229";"AED-Standort Mitte 229";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 109";"73728";"Esslingen am Neckar";"Mitte";"48.75725460354347";"9.29573499713434";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0230";"AED-Standort Nord 230";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 110";"73728";"Esslingen am Neckar";"Nord";"48.760920140344545";"9.27158489050963";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-04-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0231";"AED-Standort Sued 231";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 111";"73728";"Esslingen am Neckar";"Sued";"48.7418612557945";"9.28387395363339";"nein";"nein";"nein";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-01-02";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0232";"AED-Standort Weststadt 232";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 112";"73728";"Esslingen am Neckar";"Weststadt";"48.72334582371908";"9.272670290818189";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-01-05";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0233";"AED-Standort Oberdorf 233";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 113";"73728";"Esslingen am Neckar";"Oberdorf";"48.71460490696522";"9.288976909684685";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-20";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0234";"AED-Standort Pliensauvorstadt 234";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 114";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.71673238319891";"9.304717584454902";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-04-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0235";"AED-Standort Zell 235";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 115";"73728";"Esslingen am Neckar";"Zell";"48.72337475814526";"9.315434480537009";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-02-27";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0236";"AED-Standort Obertal 236";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 116";"73728";"Esslingen am Neckar";"Obertal";"48.72141920892543";"9.340615733905755";"nein";"nein";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-10-10";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0237";"AED-Standort Sulzgries 237";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 117";"73728";"Esslingen am Neckar";"Sulzgries";"48.74217858800222";"9.341870135450012";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2026-04-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0238";"AED-Standort Berkheim 238";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 118";"73728";"Esslingen am Neckar";"Berkheim";"48.763361539629976";"9.34106095019138";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-10-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0239";"AED-Standort Waldacker 239";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 119";"73728";"Esslingen am Neckar";"Waldacker";"48.78093407599644";"9.326652661403005";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-06-24";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0240";"AED-Standort Auenfeld 240";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 120";"73728";"Esslingen am Neckar";"Auenfeld";"48.792445497476976";"9.30408050713101";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-04-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0241";"AED-Standort Mitte 241";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 1";"73728";"Esslingen am Neckar";"Mitte";"48.73050753592104";"9.29802258506646";"nein";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-06-21";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0242";"AED-Standort Nord 242";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 2";"73728";"Esslingen am Neckar";"Nord";"48.710264285688574";"9.304629611657788";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-11-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0243";"AED-Standort Sued 243";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 3";"73728";"Esslingen am Neckar";"Sued";"48.72117893545607";"9.316615039369577";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0244";"AED-Standort Weststadt 244";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 4";"73728";"Esslingen am Neckar";"Weststadt";"48.721180492251285";"9.340720804094163";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-10-16";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0245";"AED-Standort Oberdorf 245";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 5";"73728";"Esslingen am Neckar";"Oberdorf";"48.742004036114174";"9.332426739033819";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-04-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0246";"AED-Standort Pliensauvorstadt 246";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 6";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.75745209530947";"9.331248656455722";"nein";"nein";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-08-01";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0247";"AED-Standort Zell 247";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 7";"73728";"Esslingen am Neckar";"Zell";"48.75882160086419";"9.314243588637757";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-26";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0248";"AED-Standort Obertal 248";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 8";"73728";"Esslingen am Neckar";"Obertal";"48.77359807049556";"9.30439264836109";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-05-12";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0249";"AED-Standort Sulzgries 249";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 9";"73728";"Esslingen am Neckar";"Sulzgries";"48.780219125685356";"9.282092835545075";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0250";"AED-Standort Berkheim 250";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 10";"73728";"Esslingen am Neckar";"Berkheim";"48.75935412294835";"9.27377273534156";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-01-16";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0251";"AED-Standort Waldacker 251";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 11";"73728";"Esslingen am Neckar";"Waldacker";"48.741448971481404";"9.25633228827525";"nein";"nein";"nein";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-06-09";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0252";"AED-Standort Auenfeld 252";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 12";"73728";"Esslingen am Neckar";"Auenfeld";"48.72332940299142";"9.273184948034531";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-03-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0253";"AED-Standort Mitte 253";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 13";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.32043679958433";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-02";"hoch";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0254";"AED-Standort Nord 254";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 14";"73728";"Esslingen am Neckar";"Nord";"48.76209529801485";"9.339503936371928";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-07-02";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0255";"AED-Standort Sued 255";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 15";"73728";"Esslingen am Neckar";"Sued";"48.77975788415428";"9.326363047105007";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2026-04-08";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0256";"AED-Standort Weststadt 256";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 16";"73728";"Esslingen am Neckar";"Weststadt";"48.75924774396647";"9.304551379815514";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-29";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0257";"AED-Standort Oberdorf 257";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 17";"73728";"Esslingen am Neckar";"Oberdorf";"48.78148766334891";"9.281546377781181";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-20";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0258";"AED-Standort Pliensauvorstadt 258";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 18";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.75966090455712";"9.27350264825712";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0259";"AED-Standort Zell 259";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 19";"73728";"Esslingen am Neckar";"Zell";"48.74166604380172";"9.262862392569827";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0260";"AED-Standort Obertal 260";"AED-Standort";"Defibrillator";"geplant";"0";"0";"0";"Musterstrasse 20";"73728";"Esslingen am Neckar";"Obertal";"48.7227381064961";"9.271906262189175";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-08-02";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0261";"AED-Standort Sulzgries 261";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 21";"73728";"Esslingen am Neckar";"Sulzgries";"48.70817888426779";"9.285465700157316";"nein";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-02-12";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0262";"AED-Standort Berkheim 262";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 22";"73728";"Esslingen am Neckar";"Berkheim";"48.69031642404385";"9.305033725939237";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-09";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0263";"AED-Standort Waldacker 263";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 23";"73728";"Esslingen am Neckar";"Waldacker";"48.700602920424885";"9.328960094640957";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-01-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0264";"AED-Standort Auenfeld 264";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 24";"73728";"Esslingen am Neckar";"Auenfeld";"48.71575349672475";"9.350981363181718";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-05-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0265";"AED-Standort Mitte 265";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 25";"73728";"Esslingen am Neckar";"Mitte";"48.76355406637231";"9.292097993035103";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-11-23";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0266";"AED-Standort Nord 266";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 26";"73728";"Esslingen am Neckar";"Nord";"48.75615236123021";"9.2798607889328";"nein";"nein";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-01-18";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0267";"AED-Standort Sued 267";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 27";"73728";"Esslingen am Neckar";"Sued";"48.741833797881895";"9.269185461190636";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-04-09";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0268";"AED-Standort Weststadt 268";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 28";"73728";"Esslingen am Neckar";"Weststadt";"48.722438058185254";"9.271108125564314";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-02-05";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0269";"AED-Standort Oberdorf 269";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 29";"73728";"Esslingen am Neckar";"Oberdorf";"48.7072423474662";"9.284762748118776";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-01";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0270";"AED-Standort Pliensauvorstadt 270";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 30";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.71331882042691";"9.304733532803171";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-05-12";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0271";"AED-Standort Zell 271";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 31";"73728";"Esslingen am Neckar";"Zell";"48.706347963533794";"9.32539259478308";"nein";"ja";"nein";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-02";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0272";"AED-Standort Obertal 272";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 32";"73728";"Esslingen am Neckar";"Obertal";"48.72177344720805";"9.33999280134033";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0273";"AED-Standort Sulzgries 273";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 33";"73728";"Esslingen am Neckar";"Sulzgries";"48.742167491365436";"9.340385602187016";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0274";"AED-Standort Berkheim 274";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 34";"73728";"Esslingen am Neckar";"Berkheim";"48.76456449583277";"9.343104649150028";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-01-19";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0275";"AED-Standort Waldacker 275";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 35";"73728";"Esslingen am Neckar";"Waldacker";"48.77575716389515";"9.32372791714383";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-11-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0276";"AED-Standort Auenfeld 276";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 36";"73728";"Esslingen am Neckar";"Auenfeld";"48.79358246713598";"9.30406882166624";"nein";"nein";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-04-03";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0277";"AED-Standort Mitte 277";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 37";"73728";"Esslingen am Neckar";"Mitte";"48.7238387523578";"9.294172377043562";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-03-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0278";"AED-Standort Nord 278";"AED-Standort";"Defibrillator";"eingeschraenkt";"0";"0";"0";"Musterstrasse 38";"73728";"Esslingen am Neckar";"Nord";"48.71915853927816";"9.304621286459534";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-08-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0279";"AED-Standort Sued 279";"AED-Standort";"Defibrillator";"ausser Betrieb";"0";"0";"0";"Musterstrasse 39";"73728";"Esslingen am Neckar";"Sued";"48.70817065815012";"9.324157845079679";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2026-02-01";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0280";"AED-Standort Weststadt 280";"AED-Standort";"Defibrillator";"geplant";"0";"0";"0";"Musterstrasse 40";"73728";"Esslingen am Neckar";"Weststadt";"48.72544359801407";"9.333288831773316";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-11-09";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0281";"AED-Standort Oberdorf 281";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 41";"73728";"Esslingen am Neckar";"Oberdorf";"48.74205238076139";"9.345357574566526";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-21";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0282";"AED-Standort Pliensauvorstadt 282";"AED-Standort";"Defibrillator";"aktiv";"0";"0";"0";"Musterstrasse 42";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.756676959901355";"9.329920454899186";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-03-31";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
